Código del Prestador,Nombre de la IPS,Dirección,Clase de Prestador,Clase de Persona,coord_x,coord_y
1100109361,CLINICA DE MARLY S.A,"CALLE 50 # 7 36, PISO 7, PISO 5, PISO 2 CONSULTORIOS 2, 3, 5",Instituciones - IPS,Juridica,"-74,06397051987042","4,636920239627493"
1100109361,UNIMARLY,CRA 13 # 48 63,Instituciones - IPS,Juridica,"-74,06618467031473","4,635974730060717"
1100109456,HOSPITAL UNIVERSITARIO SAN IGNACIO,CRA 7 # 40 62,Instituciones - IPS,Juridica,"-74,06429083035465","4,628459450401097"
1100109295,ASOCIACION COLOMBIANA DE DIABETES,DIAGONAL 39 A BIS No. 14-78,Instituciones - IPS,Juridica,"-74,06965785005391","4,628258470283796"
1100109757,INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO,AV CARACAS # 30 51,Instituciones - IPS,Juridica,"-74,07167598001838","4,618298970074617"
1100109666,CLINICA DEL OCCIDENTE S.A.,AV DE LAS AMERICAS # 71 C 29,Instituciones - IPS,Juridica,"-74,13567718995233","4,62937468005086"
1100110488,CLINICA VASCULAR DE BOGOTA,CL 35 # 24 32,Instituciones - IPS,Juridica,"-74,0759487699549","4,625142430397607"
1100110582,ESTUDIOS ANATOMOPATOLOGICOS LTDA,KR 16 # 53 26 P 4,Instituciones - IPS,Juridica,"-74,0681541699813","4,64100314988395"
1100110058,CENTRO MEDICO FEDERMAN CHAPINERO,CRA 13 # 51 - 87,Instituciones - IPS,Juridica,"-74,0655482301056","4,6390645200392"
1100110058,CENTRO MEDICO FEDERMAN KENNEDY,CRA 73 # 6 - 08 SUR,Instituciones - IPS,Juridica,"-74,14262040981879","4,621252370100685"
1100110058,CLINICA FUNDADORES,KR 36 # 25 C 15,Instituciones - IPS,Juridica,"-74,08546018967535","4,6312619898882925"
1100110282,CENTRO MEDICO 54 SAS,"CRA 13 # 49 15 OFC 201, 201A, 202A, 203",Instituciones - IPS,Juridica,"-74,06572133995243","4,636388249630213"
1100110677,DENTISALUD,CR 32 NO. 17B- 04 LC 112-113,Instituciones - IPS,Juridica,"-74,0904866697285","4,618507220070491"
1100110677,DENTISALUD,AC 57R SUR NO. 72-20 LC 16,Instituciones - IPS,Juridica,"-74,1663388995566","4,597208180286299"
1100106024,DINAMICA IPS IPS PUNTO DE SALUD CHAPINERO,AV CRA 7 No. 54 27 PISO 1,Instituciones - IPS,Juridica,"-74,06277503021222","4,640387520123272"
1100106024,DINAMICA IPS PREMISALUD IPS QUINTA PAREDES,CLL 24 D No. 40 13 PISO 1,Instituciones - IPS,Juridica,"-74,09097283975689","4,632351149937379"
1100111622,CARDILOGICAS LTDA,CALLE 45F 16A-11,Instituciones - IPS,Juridica,"-74,07096126959856","4,634260959855697"
1100111819,MARIA TERESA GALIANO SERVIMED SAS,CL 50 # 8 24 CS 207 402 403 405 407 408 501,Instituciones - IPS,Juridica,"-74,06426621022764","4,636893550286231"
1100103973,LABOPAT SAS MARLY,Calle 50 No. 8-27 CONSULTORIO 501,Instituciones - IPS,Juridica,"-74,064355149729","4,636660810019213"
1100112552,BIO ALGA GALERIAS,KR 21 # 53 D 14,Instituciones - IPS,Juridica,"-74,07147259964142","4,642892040321467"
1100103708,OPTILÁSER S.A.,CALLE 36 SUR No. 73D-89,Instituciones - IPS,Juridica,"-74,1486962398031","4,621015259637646"
1100112756,ENDO THERAPEUTICS SEDE MARLY,CR 13 49-40 CS 525,Instituciones - IPS,Juridica,"-74,06506208972162","4,636624950232704"
1100109186,ODONTOSANITAS SAN MARTIN,KR 7 32 - 12 LOCAL 304,Instituciones - IPS,Juridica,"-74,06770965034106","4,618808579763447"
1100112808,FISIOSPORT LTDA,CALLE 50 # 8 24 OF 505,Instituciones - IPS,Juridica,"-74,06424408023064","4,636996779867713"
1100112848,LABORATORIO MEDICO ECHAVARRIA S.A.S,KR 44 # 20 A 05,Instituciones - IPS,Juridica,"-74,10086656988582","4,62796245021805"
1100100130,SONRIA DAMA SALUD SEDE GALAN,KR 56 # 4 B 10,Instituciones - IPS,Juridica,"-74,1177635201557","4,621600199601812"
1100100130,SONRIA DAMA SALUD SEDE CENTRO,AV JIMENEZ # 8 45,Instituciones - IPS,Juridica,"-74,07429946039832","4,602059450407813"
1100100130,SONRIA DAMA SALUD SEDE VENECIA,AUTOP. SUR Nº 54A-25,Instituciones - IPS,Juridica,"-74,14186341030864","4,595305599748878"
1100113602,LABORATORIO DE PATOLOGIA Y CITOLOGIA ONCOLOGICA PALERMO S.A.S,KR 23 # 45 C - 31 CS 202A Y CS 212,Instituciones - IPS,Juridica,"-74,07449821984144","4,6361588596939365"
1100110677,DENTISALUD,CR 71 D No. 6-94 SUR LC 3501 - 3501A Y 4501A,Instituciones - IPS,Juridica,"-74,13528837035128","4,618916270168504"
1100100661,LITOMEDICA MARLY CALLE 50,CL 50 # 9 32,Instituciones - IPS,Juridica,"-74,06473904027409","4,6373401104306575"
1100106453,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION PLAZA DE LAS AMERICAS,TV 71 D # 6 94 SUR LOCAL 1512AC1,Instituciones - IPS,Juridica,"-74,13528837035128","4,618916270168504"
1100109186,LABORATORIO TEUSAQUILLO,AK 14 42-66,Instituciones - IPS,Juridica,"-74,0677070200739","4,630604669767957"
1100109523,VIRREY SOLIS I.P.S S.A. AMERICAS,AV LAS AMERICAS # 66 A 27,Instituciones - IPS,Juridica,"-74,12136535032167","4,627661320055992"
1100109199,JAVESALUD JAVERIANA,AK 7 40B 17,Instituciones - IPS,Juridica,"-74,06563516995712","4,627654399611252"
1100112751,IPS COMPLEJO AVENIDA 68,AK 68 13 71,Instituciones - IPS,Juridica,"-74,11713078998869","4,639039460356746"
1100106453,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION GALERIAS,CL 53B # 25 21 Entrada No. 10,Instituciones - IPS,Juridica,"-74,07491589961765","4,642979180169015"
1100114648,CORPORACION PARA LA ATENCIÓN Y EL DIAGNOSTICO DE ENFERMEDADES MILAGROZ IPS,CALLE 39 # 19 39,Instituciones - IPS,Juridica,"-74,07353674041644","4,627270019792438"
1100107357,OPTICENTRO INTERNACIONAL CENTRO COMERCIAL TINTAL PLAZA,KR 86 # 6 37 LC 1-36,Instituciones - IPS,Juridica,"-74,1559435196303","4,641223920313908"
1100107091,LABORATORIO DE INVESTIGACION HORMONAL LIH S.A. SEDE MARLY,CL 50 # 8-24 CS. 705,Instituciones - IPS,Juridica,"-74,06424408023064","4,636996779867713"
1100115070,OPTICA UNIVER AMERICAS,Carrera 67 N° 4 G - 31 Interior 2,Instituciones - IPS,Juridica,"-74,12187140006732","4,627755230009776"
1100115070,OPTICA UNIVER TEUSAQUILLO,AV CARACAS 49-55 LC5,Instituciones - IPS,Juridica,"-74,06744503989601","4,637069330309077"
1100115024,CLINICA AUDITIVA ESCUCHA OTICON,CR 7 Nº 41 - 21 AP 202,Instituciones - IPS,Juridica,"-74,06529850025325","4,628933379740301"
1100115235,ODONTOLOGIA ESPECIALIZADA COLOMBIANA CLINICAS DENTALES S.A.,KR 72 C # 8 B 97,Instituciones - IPS,Juridica,"-74,13770485014365","4,640158789583679"
1100115257,CENTRO DE RECONOCIMIENTO DE CONDUCTORES A PRUEBA U T BOGOTA TEQUENDAMA,KR 10 # 27 51 LC 207,Instituciones - IPS,Juridica,"-74,07027749985207","4,614207510270862"
1100102317,IMEVI LTDA,CRA 24 50-68,Instituciones - IPS,Juridica,"-74,0742426599229","4,639397629821575"
1100115308,CLINICA ODONTOLOGICA CLINISTETIC LTDA,CALLE 58 No 17-09,Instituciones - IPS,Juridica,"-74,06866295958854","4,6452102101687895"
1100112751,IPS BOSA,CL 65 SUR 78L 65,Instituciones - IPS,Juridica,"-74,17310614035722","4,595261430094808"
1100107508,LABORATORIO BIOIMAGEN LTDA CALLE 56,AK 7 No 55 37/41 1PISO,Instituciones - IPS,Juridica,"-74,06233651041975","4,64163504975537"
1100107508,LABORATORIO BIOIMAGEN LTDA PUENTE ARANDA,AC 6 # 49 21 1PISO,Instituciones - IPS,Juridica,"-74,10705640955443","4,625279430426861"
1100115257,CENTRO DE RECONOCIMIENTO DE CONDUCTORES A-PRUEBA U.T. BOGOTA AVENIDA 1 MAYO,AV PRIMERO DE MAYO NO. 69 B 22,Instituciones - IPS,Juridica,"-74,13545522972035","4,614272760134265"
1100109523,VIRREY SOLIS I.P.S S.A. OCCIDENTE,AV BOYACA # 6D 08,Instituciones - IPS,Juridica,"-74,13721283028613","4,632228849852349"
1100115547,MEDICINA NUCLEAR PALERMO ORGANIZACION SANITAS INTERNACIONAL SAS.,KR 23 # 45 C 31 LC 6 LC 7,Instituciones - IPS,Juridica,"-74,07449821984144","4,6361588596939365"
1100115707,DENTOLASER GALERIAS,KR 21 # 56 03,Instituciones - IPS,Juridica,"-74,07162695985164","4,644475160237697"
1100106024,PUNTO DARSALUD,CR 78 K No. 33A-76 SUR PISO 2,Instituciones - IPS,Juridica,"-74,15080095029298","4,626486350418221"
1100111602,FUNDACION COLOMBIANA DE TERAPIA RELACIONAL - FUNDATERAPIA-,CL 51 # 5 57,Instituciones - IPS,Juridica,"-74,06249257024248","4,636691350378791"
1100116162,SERVICIOS TERAPEUTICOS EN CASA SAS,Calle 50 No. 13 62 of 601,Instituciones - IPS,Juridica,"-74,0661982402654","4,63751027007762"
1100116220,FUNDACION CREER EN LO NUESTRO,CRA 20 No 45 A-08 OFICINA 503,Instituciones - IPS,Juridica,"-74,07241962966509","4,633981830042119"
1100112751,IPS VERAGUAS,KR 30 # 2 31,Instituciones - IPS,Juridica,"-74,1020910796193","4,602576840395229"
1100116366,CENTRO INTEGRAL TERAPEUTICO DE MANO CITMA,KR 20 # 45 A 08 CS 202 - 203 - 204,Instituciones - IPS,Juridica,"-74,07240147022162","4,633936609828983"
1100116439,CENTRO CIENTIFICO INTERNACIONAL DE MEDICINA BIOLOGICA LTDA,KR 24 # 45 A 33,Instituciones - IPS,Juridica,"-74,07522442959524","4,634716549759146"
1100116538,SEGUROS BOLIVAR CENTRO MEDICO SEDE OFP,KR 10 # 16 39 MN LC 106,Instituciones - IPS,Juridica,"-74,07559470976547","4,604844680129111"
1100107508,LABORATORIO BIOIMAGEN CAFI KENEDY,CALLE 26 SUR NO. 78-07/15 PISO 2,Instituciones - IPS,Juridica,"-74,14727246038342","4,6246878998439716"
1100116765,LANDMARK RADIOLOGIA DENTOFACIAL LTDA.,CL 53B Nº 24 - 80 CS 714,Instituciones - IPS,Juridica,"-74,07440458035455","4,643538230344695"
1100109424,FUNDACION MEDICA MIRA TU SALUD,CL 24 A SUR # 68 H 66,Instituciones - IPS,Juridica,"-74,13253916984903","4,612820830167153"
1100108171,CONSULTORIO DE EMPRESA ALTAS CORTES,CL 12 # 7 65 SOTANO,Instituciones - IPS,Juridica,"-74,07551389013598","4,598993020169087"
1100108171,CONSULTORIO DE EMPRESA AV VILLAS Y BANCO DE OCCIDENTE,KR 13 # 27 47,Instituciones - IPS,Juridica,"-74,07101383002582","4,614649049869194"
1100108171,CONSULTORIO DE EMPRESA BANCO DE BOGOTA,CL 36 # 7 47 PI 3,Instituciones - IPS,Juridica,"-74,06737001978999","4,623381439622632"
1100108171,CONSULTORIO MEDICO CASA LUKER,CL 13 # 68 A 76,Instituciones - IPS,Juridica,"-74,12010693008456","4,638882410228659"
1100108171,CONSULTORIO MEDICO MEXICHEM COLOMBIA SAS,AUTOP SUR # 71 75,Instituciones - IPS,Juridica,"-74,16433437008554","4,595529030390633"
1100108171,CONSULTORIO DE EMPRESA TRIBUNALES DE CUNDINAMARCA,AC 24 # 53 28 TO B SOTANO 2,Instituciones - IPS,Juridica,"-74,09889558979569","4,64064685972074"
1100100518,OPTICA COLOMBIANA S.A. GRAN ESTACION,AC 26 NO. 60-47 LC 224,Instituciones - IPS,Juridica,"-74,10166194003503","4,647572839633913"
1100116864,SERVIVIR SERVICIOS MEDICOS INTEGRALES,CARRERA 71C No 3a-26,Instituciones - IPS,Juridica,"-74,13553714978606","4,626329509708997"
1100116938,HOSPITAL MILITAR CENTRAL,TV 3 No49-00,Instituciones - IPS,Juridica,"-74,06065923990161","4,635200909632"
1100106537,SALUD OCUPACIONAL DE LOS ANDES LTDA,CR 62 N° 12 - 58/66 BODEGAS 1-4-5-17,Instituciones - IPS,Juridica,"-74,11339766026417","4,632373880076023"
1100109186,CLINISANITAS CENTRO MEDICO EMPRESARIAL,CALLE 16 # 6 -66 PISO 2,Instituciones - IPS,Juridica,"-74,07227174001989","4,602637450372857"
1100117125,OPTICAS ÉXITO Y CIA LTDA NO. 1,KR 9 # 15 - 52,Instituciones - IPS,Juridica,"-74,07483292043821","4,603079690212016"
1100117158,FUNDACIÓN CLÍNICA IPS CONSTRUIR,CALLE 33 BIS No 15 - 41,Instituciones - IPS,Juridica,"-74,07122209005142","4,621671420170351"
1100108171,CENTRO MEDICO COLSUBSIDIO PRIMERO DE MAYO,TV 78 H # 42 C 10 SUR PI 2,Instituciones - IPS,Juridica,"-74,16131018000345","4,6151265602044695"
1100117170,IPS CONSULTORIO DE TERAPIAS PRIMERA DE MAYO LTDA,CL 4 SUR No. 71 D - 49,Instituciones - IPS,Juridica,"-74,13812155973935","4,619578660130229"
1100117197,AMBULANCIAS PRIMEROS AUXILIOS LTDA,KR 32 B # 2 43,Instituciones - IPS,Juridica,"-74,1052881199351","4,60492694016529"
1100117234,CENTRO RADIOLOGICO MAXILOFACIAL MANDALAY,Carrera 73 No. 5C 27,Instituciones - IPS,Juridica,"-74,14105160009143","4,629980739693313"
1100117255,CIFEL CENTRO DE INVESTIGACION EN FISIATRIA Y ELECTRODIAGNOSTICO S.A.S. sigla CIFEL SAS,Avenida de las Americas # 59-29,Instituciones - IPS,Juridica,"-74,11558332962238","4,627672259892014"
1100107091,LABORATORIO DE INVESTIGACION HORMONAL LIH S.A. SEDE AMERICAS,Cra 69F No. 6A-11 Cons. 101 - 202 - 206,Instituciones - IPS,Juridica,"-74,13034391995828","4,630262710347411"
1100107335,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO,Calle 28 No. 13A - 15 - Piso 2,Instituciones - IPS,Juridica,"-74,07126672015136","4,615888550136794"
1100107335,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL REGISTRADURIA NACIONAL,AC 26 # 51-50 Piso 1,Instituciones - IPS,Juridica,"-74,09446439992512","4,642677019570002"
1100117377,ASISFARMA Instituto Medico Bogota,KR 13 48-26 CONSULTORIO 104 - 204,Instituciones - IPS,Juridica,"-74,06573449038987","4,635466619950127"
1100117384,OPTICA SANTA CLARA,CL 19 # 12 - 09,Instituciones - IPS,Juridica,"-74,074703909787","4,607219889626716"
1100117384,OPTICA SANTA CLARA SUC,CL 19 # 8 - 89,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100117384,OPTICA INGLATERRA,CL 19 # 8 - 87,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100117393,OPTICA ITALIANA,CL 19 # 8 - 95,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100117393,OPTICA ITALIANA OMNI 19,CL 19 # 8-23 y 8 -25,Instituciones - IPS,Juridica,"-74,07254053032592","4,605747570092095"
1100105725,CENTRO AMBULATORIO SAN RICARDO PAMPURI,CARRERA 13 #55-28,Instituciones - IPS,Juridica,"-74,0643992902471","4,64241511996577"
1100101010,Centro Médico Deportivo de Acondicionamiento Físico Bodytech La Sultana,Calle 12 Sur No. 31-33,Instituciones - IPS,Juridica,"-74,1086829899377","4,598263819566355"
1100101010,Centro Médico Deportivo de Acondicionamiento Físico Athletic Las Américas,Transversal 78J No. 41F-05 Sur,Instituciones - IPS,Juridica,"-74,1595224301801","4,6186961804431945"
1100117439,GRUPO OCUPACIONAL LTDA,Calle 52 # 17 - 06 piso 2,Instituciones - IPS,Juridica,"-74,06956303018073","4,64012424975168"
1100117468,OPTICA SANTAFE DE BOGOTA,CL 19 # 10 - 39,Instituciones - IPS,Juridica,"-74,07439543011508","4,606989399637041"
1100117475,IRO Ltda Imagen y radiologia Oral Ltda,CL 4 # 56 04 PI 2,Instituciones - IPS,Juridica,"-74,11899332994932","4,620585009570018"
1100102317,SEDE AV EL DORADO SALUD VISUAL,CLL 26 No 32-23 PISO 5,Instituciones - IPS,Juridica,"-74,08231392034278","4,628667110037542"
1100110058,CENTRO MEDICO MEDICOS ASOCIADOS PAEZ,CL 6 C# 69 A 57 CS 101-102-201-202-203-204-205-206-301-302-303-304,Instituciones - IPS,Juridica,"-74,12886290977018","4,63093841030576"
1100110149,ORALNET EU.,KRA 28 a N.51 58,Instituciones - IPS,Juridica,"-74,07821079970554","4,640958309757185"
1100109186,LABORATORIO UAP KENNEDY,AC 26 SUR 68 I - 12 PISO 2,Instituciones - IPS,Juridica,"-74,13319318020677","4,612184159818336"
1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL PERSONERIA DE BOGOTA,KR 7 No.21-24 Piso 5,Instituciones - IPS,Juridica,"-74,07055380995537","4,606988259776425"
1100117699,ODONTOFAMILY ROMA,KR 80 # 45 - 39 SUR,Instituciones - IPS,Juridica,"-74,16715481956625","4,62046271998815"
1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL No. 1 PROENFAR S.A.,KR 69 # 16 79 PI 2,Instituciones - IPS,Juridica,"-74,12177994977475","4,643877070150313"
1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL No. 2 PROENFAR S.A.,CL 10 # 34 47 PISO 2,Instituciones - IPS,Juridica,"-74,09925850018732","4,61353363978899"
1100117704,CENTRO MEDICO ECOMEDICA E.U.,CALLE 34 No 14-33,Instituciones - IPS,Juridica,"-74,06945427025097","4,622747590286238"
1100117708,CITY DENT CLINICAS DENTALES DE COLOMBIA,AV 1 DE MAYO NO. 69 c 50 sur,Instituciones - IPS,Juridica,"-74,13596538027527","4,614850100105402"
1100117708,CITYDENT CLÍNICAS DENTALES DE COLOMBIA,AV 1 DE MAYO No 69A-16,Instituciones - IPS,Juridica,"-74,13414965960892","4,612755609718703"
1100107508,LABORATORIO BIOIMAGEN CMF AMERICAS,AV AMERICAS NO 67-21 1PISO,Instituciones - IPS,Juridica,"-74,12143457000589","4,628202449557336"
1100117708,CITY DENT CLINICAS DENTALES DE COLOMBIA,KR 13 No 57-39,Instituciones - IPS,Juridica,"-74,06457936024074","4,644279090385307"
1100117713,ORIENTA FAMILIAR IPS EU,AK 14 # 33 A 55,Instituciones - IPS,Juridica,"-74,06969491005096","4,622715140346773"
1100117715,ACYS Apoyo Terapéutico Integral E.U.,Cll 45 B No. 24-39,Instituciones - IPS,Juridica,"-74,07560954005247","4,63518373987726"
1100117721,UNIDAD CLINICA ODONTOLOGICA KENNEDY SAS,KR 78 K No. 38 B-16 SUR,Instituciones - IPS,Juridica,"-74,15420898959766","4,622765389804022"
1100109271,OPTICA SALUDCOOP CHAPINERO,AV CARACAS # 49 55 LC 4,Instituciones - IPS,Juridica,"-74,06744503989601","4,637069330309077"
1100106213,ENFASO PROCEDIMIENTOS CLINICA COLOMBIA,AV 68 # 22 A 30 CS 815,Instituciones - IPS,Juridica,"-74,10832976967305","4,6470338496672"
1100117728,ODONTOLAY JAVERIANA,KR 13 #. 44 - 35 PI 2,Instituciones - IPS,Juridica,"-74,06679012044317","4,631888200264726"
1100117744,OPTICAS SBC LIMITADA CONSULTORIO,CALLE 53 No. 22-91,Instituciones - IPS,Juridica,"-74,07338036977661","4,641539750242018"
1100117744,OPTICAS SBC LTDA CONSULTORIO,CARRERA 86 No 6-37 LOCAL 242 C.CIAL TINTAL PLAZA,Instituciones - IPS,Juridica,"-74,1559435196303","4,641223920313908"
1100117744,OPTICAS SBC LIMITADA,CARRERA 78B No.38C-26 SUR,Instituciones - IPS,Juridica,"-74,15230578020918","4,620153630146518"
1100117384,OPTICA OMEGA 19,CL 19 # 13 A 35,Instituciones - IPS,Juridica,"-74,07604986006878","4,608245180207966"
1100117778,IMAGENES DIAGNOSTICAS TEUSA,CARRERA 17 No. 33 A -06,Instituciones - IPS,Juridica,"-74,07221480030559","4,622668200258951"
1100117798,INMUNOSALUD,KR 15 # 51 14 CONSULTORIO 202,Instituciones - IPS,Juridica,"-74,0674939396885","4,6387646803612235"
1100117837,MEDICINA INTEGRAL SAN SALVADOR E U,Cl. 42 F SUR No. 79 -06 IN 1,Instituciones - IPS,Juridica,"-74,16338181003299","4,618903370171343"
1100111048,CENDIATRA CENTRO,CRA 5 No. 19-08,Instituciones - IPS,Juridica,"-74,06992624959283","4,604601160172834"
1100107335,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL SUPERINTENDENCIA DE SOCIEDADES,AC 26 No. 51-80,Instituciones - IPS,Juridica,"-74,09491388006236","4,643343460304666"
1100117922,LABORATORIO CLINICO ALIANZA CENTRO INTERNACIONAL,KR 7 # 27 - 42,Instituciones - IPS,Juridica,"-74,06921851009959","4,614156919953851"
1100117980,ODONTOLAY PATIO BONITO,CL 38 SUR # 86 C-93,Instituciones - IPS,Juridica,"-74,16408534990227","4,635706549589536"
1100110058,INSTITUTO MEDICO DE ESPECIALISTAS FUNDADORES,KR 36 # 25 D 14,Instituciones - IPS,Juridica,"-74,08477795964124","4,631326510235546"
1100118106,CLINICA ODONTOLOGICA MAJIDENT SOCIEDAD POR ACCIONES SIMPLIFICADAS SAS SIGLA MAJIDENT SAS,CRA 78B # 39 A 03 SUR,Instituciones - IPS,Juridica,"-74,15297974035275","4,619949659734326"
1100118131,LABORATORIO DE CITOPATOLOGIA Y PATOLOGIA LTDA CITOMAP,CL 45 C 21 A 33 CS 505,Instituciones - IPS,Juridica,"-74,07348036035259","4,635421670235872"
1100105597,Centro de Atención en Salud Cafam Calle 48,KR 13 # 48-47,Instituciones - IPS,Juridica,"-74,06624133963611","4,6357741397773555"
1100118234,PROGRAMA MADRE CANGURO INTEGRAL,CARRERA 7 No. 40-62 PISO 1,Instituciones - IPS,Juridica,"-74,06501040964332","4,628118890327861"
1100109208,FUNDACION SEMILLAS DE VIDA,CL 35 # 21 20,Instituciones - IPS,Juridica,"-74,07511837988268","4,624934239656324"
1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / SEDE CLINICA MAGDALENA,CL 39 N° 14-34,Instituciones - IPS,Juridica,"-74,0692003497578","4,627057909669885"
1100118284,VIVIRSALUD UNIDAD MEDICOQUIRURGICA DE ESPECIALISTAS,CRA 54 N 3-28,Instituciones - IPS,Juridica,"-74,11869876967272","4,619109520282297"
1100117093,MISION SALUD INTERNACIONAL SAS - KENNEDY,KR 78 G # 37 22 SUR,Instituciones - IPS,Juridica,"-74,15222941981675","4,622639779585095"
1100118477,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD SAS,Calle 45 B No. 24 - 25,Instituciones - IPS,Juridica,"-74,07543897962444","4,635133860197272"
1100114343,INMUNOTECH LABORATORIES S.A.S.,CRA 9 No 48-40 PISO 5,Instituciones - IPS,Juridica,"-74,0644752499909","4,636396429783148"
1100118485,EL ROSALITO E.U.,CARRERA 15 # 46-40,Instituciones - IPS,Juridica,"-74,06827949035332","4,6340328997617375"
1100111048,CENDIATRA PRINCIPAL,CALLE 19 NO. 3-50 PISO 1202 Y 1203,Instituciones - IPS,Juridica,"-74,06845117996369","4,603558779777797"
1100118505,ORALMEDIC CLINICA ODONTOLOGICAS SEDE KENEDY,TV 73 D No. 39 - 33 SUR PISO 1,Instituciones - IPS,Juridica,"-74,15142453022048","4,617596079998019"
1100107782,IPS SURA LAS AMERICAS BOGOTA,CARRERA 65 No. 5 A 94,Instituciones - IPS,Juridica,"-74,11908518987366","4,6279471400052445"
1100109523,VIRREY SOLIS IPS S.A CHAPINERO,AV CARACAS No 49 83,Instituciones - IPS,Juridica,"-74,0669376103381","4,63643411972923"
1100118641,CENTRO DE ATENCIÓN E INVESTIGACIÓN MÉDICA S.A.S. - CAIMED S.A.S.,KR 42 A No. 17-50,Instituciones - IPS,Juridica,"-74,09854940962789","4,6242148003767545"
1100118642,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,CL 24 # 29 45,Instituciones - IPS,Juridica,"-74,08253638003805","4,622837539673342"
1100118745,ORALMEDIX CLINICAS ODONTOMEDICAS SEDE SANTA ISABEL,CARRERA 30 No. 5-38,Instituciones - IPS,Juridica,"-74,09928146022766","4,604799359562155"
1100118768,PRERESALUD S.A.S,Calle 52 N. 19 - 19 Interior 1,Instituciones - IPS,Juridica,"-74,07103754015945","4,640021690365049"
1100118793,MEDICINA Y APOYO EMPRESARIAL MEDIEMPRESARIAL LTDA,CALLE 45A No. 27-20 Piso 2 Consultorio 4,Instituciones - IPS,Juridica,"-74,07758500004097","4,6349898100828675"
1100117929,ANDAR KENEDY,KR 78 D # 40 25 SUR,Instituciones - IPS,Juridica,"-74,15429414000513","4,6200743804059465"
1100117699,ODONTOFAMILY PATIO BONITO TINTAL,KR 86 C # 38 11 SUR,Instituciones - IPS,Juridica,"-74,1635929401759","4,635048879927325"
1100102130,DENTIFACIL LTDA,CARRERA 32 No 25A-20,Instituciones - IPS,Juridica,"-74,08402667970451","4,627055639862386"
1100117708,CITY DENT CLINICAS DENTALES DE COLOMBIA,CALLE 45 A SUR N° 54 A - 67/69,Instituciones - IPS,Juridica,"-74,1423497303557","4,595251609939621"
1100118120,MEDICINA EMPRESARIAL LTDA,CL 30A # 6 22 OF 502,Instituciones - IPS,Juridica,"-74,06774868034351","4,616872250285787"
1100118909,GOLDEN CLINIC S.A.,DG 46 # 20 84,Instituciones - IPS,Juridica,"-74,07273464997061","4,636999190217149"
1100118971,INSTITUTO MEDICO LA 34 E.U,AV CARACAS No 34-36 PISO 2,Instituciones - IPS,Juridica,"-74,06911936034673","4,623032489964169"
1100111048,CENDIATRA OCCIDENTE,AV. CRA 68 NO. 17-82,Instituciones - IPS,Juridica,"-74,11319102978251","4,641874349645399"
1100119095,FUNDACION SUEÑO VIGILIA COLOMBIANA FUNDASUVICOL,CL 33 # 15 14,Instituciones - IPS,Juridica,"-74,0708437996038","4,621427260405095"
1100100518,OPTICA COLOMBIANA S.A. CENTRO COMERCIAL SAN MARTIN,KR 7 # 32 - 70 LC 217,Instituciones - IPS,Juridica,"-74,0682012902112","4,618705530190555"
1100119176,CENTRO MEDICO INTEGRAL PALERMO MEDPLUS MEDICINA PREPAGADA,CL 45 C # 22 59,Instituciones - IPS,Juridica,"-74,07416278981268","4,635507699842662"
1100102404,INSTITUTO DE DIAGNOSTICO MEDICO SA SEDE OCCIDENTE,AV AMERICAS # 69 C 84 94,Instituciones - IPS,Juridica,"-74,13009823971123","4,630034260367399"
1100119247,CORPORACION CLINICA RENAL COLOMBIANA,CALLE 22 B NO. 66-46 CONSULTORIOS 1209 Y 1210,Instituciones - IPS,Juridica,"-74,10700569965664","4,6475861402299845"
1100108222,EUSALUD CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA,KR 78 # 3 A 40,Instituciones - IPS,Juridica,"-74,14490833979569","4,627646470065485"
1100119316,FUNDACION COLOMBIA PARA LA DISCAPACIDAD VISUAL,CL 56 # 7 85,Instituciones - IPS,Juridica,"-74,06314744028798","4,642112110315805"
1100119440,CERTIFICAR.ORG,CL 45 No. 27A -12,Instituciones - IPS,Juridica,"-74,0779582203971","4,634563920046996"
